url,path,formFactor,httpStatus,performanceScore,lcpMs,tbtMs,inpMs,cls,fcpMs,speedIndexMs,totalByteWeight,jsBytes,cssBytes,imageBytes,fontBytes,requestCount,renderBlockingCount,severity,mainIssues,proposedFix,dataKind
https://sebavia.com/,/,mobile,200,0.61,4167.2,1236.5,,0,1485.2,2261.943184562836,712955,338985,36065,180044,73143,37,0,avertissement,"LCP élevé (4167 ms); TBT élevé (1237 ms)","Optimiser l’élément LCP (image/police/SSR) et réduire le JS bloquant.",laboratory_lighthouse
https://sebavia.com/fonctionnalites,/fonctionnalites,mobile,200,0.71,4018.6265000000003,500.5,,0,1917.6264999999999,4361.240156678922,689018,338940,36074,172423,73143,38,1,avertissement,"LCP élevé (4019 ms)","Optimiser l’élément LCP (image/police/SSR) et réduire le JS bloquant.",laboratory_lighthouse
https://sebavia.com/pricing,/pricing,mobile,200,0.69,4066.478,495.5,,0,2076.978,4886.2803377723085,660380,343468,36047,133481,73143,37,0,avertissement,"LCP élevé (4066 ms)","Optimiser l’élément LCP (image/police/SSR) et réduire le JS bloquant.",laboratory_lighthouse
https://sebavia.com/assistant-voyage-ia,/assistant-voyage-ia,mobile,200,0.91,2785.314,240.50000000000023,,0,1210.3139999999999,1210.3139999999999,690223,338949,36065,170719,73143,39,1,ok,"Aucun problème majeur détecté","Conserver le niveau actuel ; surveiller les régressions.",laboratory_lighthouse
https://sebavia.com/planificateur-road-trip-quebec,/planificateur-road-trip-quebec,mobile,200,0.79,3634.232,442.5,,0,1234.232,1319.9805301768338,706643,338976,36065,172414,73143,41,1,ok,"Aucun problème majeur détecté","Conserver le niveau actuel ; surveiller les régressions.",laboratory_lighthouse
https://sebavia.com/guides,/guides,mobile,200,0.87,3476.0755,210.5,,0,1076.0755,1076.0755,698700,336635,36074,172423,73143,38,2,ok,"Aucun problème majeur détecté","Conserver le niveau actuel ; surveiller les régressions.",laboratory_lighthouse
https://sebavia.com/guides/road-trip-nature-quebec,/guides/road-trip-nature-quebec,mobile,200,0.63,4313.7965,690.0000000000002,,0,2124.7965,4433.363613399573,701676,336626,36065,166895,73143,38,1,avertissement,"LCP élevé (4314 ms); TBT élevé (690 ms)","Optimiser l’élément LCP (image/police/SSR) et réduire le JS bloquant.",laboratory_lighthouse
https://sebavia.com/guides/road-trip-gastronomique-quebec,/guides/road-trip-gastronomique-quebec,mobile,200,0.67,4169.575,606.5,,0,1933.575,4473.080056290387,703415,336626,36074,166895,73143,38,1,avertissement,"LCP élevé (4170 ms); TBT élevé (607 ms)","Optimiser l’élément LCP (image/police/SSR) et réduire le JS bloquant.",laboratory_lighthouse
https://sebavia.com/register,/register,mobile,200,0.87,3280.344,268,,0,1089.344,1089.344,846257,327462,36065,364500,73143,31,1,ok,"Aucun problème majeur détecté","Conserver le niveau actuel ; surveiller les régressions.",laboratory_lighthouse
https://sebavia.com/,/,desktop,200,0.38,4017.3265,2396.5,,0,1389.3265000000001,3227.7100147912174,843731,338976,36074,288586,73143,58,0,avertissement,"LCP élevé (4017 ms); TBT élevé (2397 ms)","Optimiser l’élément LCP (image/police/SSR) et réduire le JS bloquant.",laboratory_lighthouse
https://sebavia.com/fonctionnalites,/fonctionnalites,desktop,200,0.6,3786.3605,372.5,,0,1236.3605,1340.4378940037786,698874,338955,36076,171416,73138,46,1,ok,"Aucun problème majeur détecté","Conserver le niveau actuel ; surveiller les régressions.",laboratory_lighthouse
https://sebavia.com/pricing,/pricing,desktop,200,0.55,3631.862,427,,0,1231.862,2065.795292322893,697421,343504,36065,148456,73143,50,0,ok,"Aucun problème majeur détecté","Conserver le niveau actuel ; surveiller les régressions.",laboratory_lighthouse
https://sebavia.com/assistant-voyage-ia,/assistant-voyage-ia,desktop,200,0.6,3630.083,398.5,,0,1230.083,1230.083,699288,338967,36056,168550,73143,47,1,ok,"Aucun problème majeur détecté","Conserver le niveau actuel ; surveiller les régressions.",laboratory_lighthouse
https://sebavia.com/planificateur-road-trip-quebec,/planificateur-road-trip-quebec,desktop,200,0.66,3610.136,271.5,,0,1210.136,1210.136,731106,338982,36076,186464,73147,51,1,ok,"Aucun problème majeur détecté","Conserver le niveau actuel ; surveiller les régressions.",laboratory_lighthouse
https://sebavia.com/guides,/guides,desktop,200,0.63,3555,358,,0.00313059548144308,1080,1080,743310,338973,36067,175241,73147,63,2,ok,"Aucun problème majeur détecté","Conserver le niveau actuel ; surveiller les régressions.",laboratory_lighthouse
https://sebavia.com/guides/road-trip-nature-quebec,/guides/road-trip-nature-quebec,desktop,200,0.48,3914.4575000000004,832.0000000000002,,0,1214.4575,1612.2661953235151,731658,338931,36065,166886,73134,58,1,avertissement,"TBT élevé (832 ms)","Réduire JS client, imports dynamiques, composants serveur par défaut.",laboratory_lighthouse
https://sebavia.com/guides/road-trip-gastronomique-quebec,/guides/road-trip-gastronomique-quebec,desktop,200,0.51,3685.063,722.5,,0,1208.063,1242.2432343631556,732645,338964,36076,166896,73147,58,1,avertissement,"TBT élevé (723 ms)","Réduire JS client, imports dynamiques, composants serveur par défaut.",laboratory_lighthouse
https://sebavia.com/register,/register,desktop,200,0.63,3471.5830000000005,350.0000000000002,,0.02185721040189125,1083.583,1109.5802782823941,847143,327449,36049,364510,73147,31,1,ok,"Aucun problème majeur détecté","Conserver le niveau actuel ; surveiller les régressions.",laboratory_lighthouse
